title,artist
"Ruby, Don't Take Your Love To Town","Ruby, Don't Take Your Love To Town"
Just Between You and Me,Just Between You and Me
Phantom 309,Phantom 309
Cause I Have You,Cause I Have You
No One's Gonna Hurt You Anymore,No One's Gonna Hurt You Anymore
Life Turned Her That Way,Life Turned Her That Way
The Words I'm Gonna Have To Eat,The Words I'm Gonna Have To Eat
"You Can't Have Your Kate And Edith, Too","You Can't Have Your Kate And Edith, Too"
Ruthless,Ruthless
Deep Water,Deep Water
I'll Come Runnin',I'll Come Runnin'
Anything Your Heart Desires,Anything Your Heart Desires
Repeat After Me,Repeat After Me
I'll Love You More (Than You'll Need),I'll Love You More (Than You'll Need)
Fuel To The Flame,Fuel To The Flame
Green River,Green River
Tears Will Be The Chaser For Your Wine,Tears Will Be The Chaser For Your Wine
I Taught Her Everything She Knows,I Taught Her Everything She Knows
Sweet Misery,Sweet Misery
Mental Revenge,Mental Revenge
My Kind Of Love,My Kind Of Love
If The Whole World Stopped Lovin',If The Whole World Stopped Lovin'
A Dime At A Time,A Dime At A Time
How Fast Them Trucks Can Go,How Fast Them Trucks Can Go
Love Me And Make It All Better,Love Me And Make It All Better
"Heart, We Did All That We Could","Heart, We Did All That We Could"
Like A Fool,Like A Fool
"Bottle, Bottle","Bottle, Bottle"
A Wanderin' Man,A Wanderin' Man
Motel Time Again,Motel Time Again
Skip A Rope,Skip A Rope
Harper Valley P.T.A.,Harper Valley P.T.A.
Folsom Prison Blues,Folsom Prison Blues
Stand By Your Man,Stand By Your Man
Wichita Lineman,Wichita Lineman
I Wanna Live,I Wanna Live
D-I-V-O-R-C-E,D-I-V-O-R-C-E
Daddy Sang Bass,Daddy Sang Bass
Then You Can Tell Me Goodbye,Then You Can Tell Me Goodbye
I Walk Alone,I Walk Alone
A World Of Our Own,A World Of Our Own
Mama Tried,Mama Tried
Born To Be With You,Born To Be With You
The Legend of Bonnie and Clyde,The Legend of Bonnie and Clyde
Sing Me Back Home,Sing Me Back Home
How Long Will My Baby Be Gone,How Long Will My Baby Be Gone
Have A Little Faith,Have A Little Faith
Heaven Says Hello,Heaven Says Hello
By The Time I Get To Phoenix,By The Time I Get To Phoenix
The Girl Most Likely,The Girl Most Likely
Take Me To Your World,Take Me To Your World
You Are My Treasure,You Are My Treasure
What's Made Milwaukee Famous (Has Made A Loser Out Of Me),What's Made Milwaukee Famous (Has Made A Loser Out Of Me)
Fist City,Fist City
Dreams Of The Everyday Housewife,Dreams Of The Everyday Housewife
Next In Line,Next In Line
Here Comes Heaven,Here Comes Heaven
Already It's Heaven,Already It's Heaven
Rosanna's Going Wild,Rosanna's Going Wild
Vance,Vance
To Make Love Sweeter for You,To Make Love Sweeter for You
It Takes People Like You (To Make People Like Me),It Takes People Like You (To Make People Like Me)
It's Over,It's Over
Little Green Apples,Little Green Apples
Sweet Rosie Jones,Sweet Rosie Jones
Where Love Used To Live,Where Love Used To Live
The Easy Part's Over,The Easy Part's Over
You've Just Stepped In (From Stepping Out On Me),You've Just Stepped In (From Stepping Out On Me)
"Here Comes The Rain, Baby","Here Comes The Rain, Baby"
Wild Week-End,Wild Week-End
Happy State Of Mind,Happy State Of Mind
She Still Comes Around (To Love What's Left Of Me),She Still Comes Around (To Love What's Left Of Me)
They Don't Make Love Like They Used To,They Don't Make Love Like They Used To
"Promises, Promises","Promises, Promises"
Your Squaw Is On The Warpath ,Your Squaw Is On The Warpath
It's All Over But The Crying,It's All Over But The Crying
With Pen In Hand,With Pen In Hand
When the Grass Grows Over Me',When the Grass Grows Over Me'
Another Place Another Time,Another Place Another Time
As Long As I Live,As Long As I Live
Kay,Kay
Just For You,Just For You
Let The Chips Fall,Let The Chips Fall
The Day The World Stood Still,The Day The World Stood Still
I Got You,I Got You
I've Got You On My Mind Again,I've Got You On My Mind Again
Love Takes Care Of Me,Love Takes Care Of Me
Little Arrows,Little Arrows
The Image Of Me,The Image Of Me
Walk On Out Of My Mind,Walk On Out Of My Mind
We'll Get Ahead Someday,We'll Get Ahead Someday
Looking At The World Through A Windshield,Looking At The World Through A Windshield
The Ballad of Forty Dollars,The Ballad of Forty Dollars
She Wears My Ring,She Wears My Ring
Let the World Keep On a Turnin',Let the World Keep On a Turnin'
I'm Gonna Move On,I'm Gonna Move On
"On Tap, In The Can, Or In The Bottle","On Tap, In The Can, Or In The Bottle"
Autumn Of My Life,Autumn Of My Life
Hey Little One,Hey Little One
The Last Thing on My Mind,The Last Thing on My Mind
Love's Gonna Happen to Me,Love's Gonna Happen to Me
When You Are Gone,When You Are Gone
Baby's Back Again,Baby's Back Again
Holding On to Nothin' ,Holding On to Nothin'
Take Me As I Am (Or Let Me Go),Take Me As I Am (Or Let Me Go)
The Country Hall Of Fame,The Country Hall Of Fame
Ballad Of Two Brothers,Ballad Of Two Brothers
I Heard A Heart Break Last Night,I Heard A Heart Break Last Night
Ramona,Ramona
Flower Of Love,Flower Of Love
Say It's Not You,Say It's Not You
I Just Came To Get My Baby,I Just Came To Get My Baby
No Another Time,No Another Time
Plastic Saddle,Plastic Saddle
That's When I See The Blues (In Your Pretty Brown Eyes),That's When I See The Blues (In Your Pretty Brown Eyes)
Repeat After Me,Repeat After Me
There Ain't No Easy Run,There Ain't No Easy Run
Something Pretty,Something Pretty
Undo The Right,Undo The Right
Run Away Little Tears,Run Away Little Tears
I'll Love You More (Than You Need),I'll Love You More (Than You Need)
Love Is In The Air,Love Is In The Air
From Heaven To Heartache,From Heaven To Heartache
Flattery Will Get You Everywhere,Flattery Will Get You Everywhere
Row Row Row,Row Row Row
I've Been There Before,I've Been There Before
My Goal For Today,My Goal For Today
It's All Over,It's All Over
Blue Lonely Winter,Blue Lonely Winter
"It's A Long, Long Way To Georgia","It's A Long, Long Way To Georgia"
Daddy Sang Bass,Daddy Sang Bass
A Boy Named Sue,A Boy Named Sue
Don't Cry Daddy,Don't Cry Daddy
All I Have to Do Is Dream,All I Have to Do Is Dream
Galveston,Galveston
Okie from Muskogee,Okie from Muskogee
Who's Gonna Mow Your Grass,Who's Gonna Mow Your Grass
Fancy,Fancy
Since I Met You Baby,Since I Met You Baby
Ruben James,Ruben James
Only The Lonely,Only The Lonely
(I'm So) Afraid Of Losing You Again,(I'm So) Afraid Of Losing You Again
The Ways To Love A Man,The Ways To Love A Man
Running Bear,Running Bear
Singing My Song,Singing My Song
To Make Love Sweeter For You,To Make Love Sweeter For You
Tall Dark Stranger,Tall Dark Stranger
Johnny B. Goode,Johnny B. Goode
Try A Little Kindness,Try A Little Kindness
All I Have To Offer You (Is Me),All I Have To Offer You (Is Me)
Statue Of A Fool,Statue Of A Fool
My Life (Throw It Away If I Want To),My Life (Throw It Away If I Want To)
Until My Dreams Come True,Until My Dreams Come True
When The Grass Grows Over Me,When The Grass Grows Over Me
Workin' Man Blues,Workin' Man Blues
The Carroll County Accident,The Carroll County Accident
Hungry Eyes,Hungry Eyes
I Love You More Today,I Love You More Today
Woman Of The World (Leave My World Alone),Woman Of The World (Leave My World Alone)
To See My Angel Cry,To See My Angel Cry
Six White Horses,Six White Horses
I'll Share My World With You,I'll Share My World With You
Wine Me Up,Wine Me Up
But You Know I Love You,But You Know I Love You
She Even Woke Me Up To Say Goodbye,She Even Woke Me Up To Say Goodbye
"Darling, You Know I Wouldn't Lie","Darling, You Know I Wouldn't Lie"
Games People Play,Games People Play
Rings Of Gold,Rings Of Gold
"Mr. Walker, It's All Over","Mr. Walker, It's All Over"
When Two Worlds Collide,When Two Worlds Collide
That's A No No,That's A No No
A Week in a County Jail,A Week in a County Jail
Kaw-Liga,Kaw-Liga
Ballad Of Forty Dollars,Ballad Of Forty Dollars
"Yesterday, When I Was Young","Yesterday, When I Was Young"
Cajun Baby,Cajun Baby
Good Morning,Good Morning
There Never Was A Time,There Never Was A Time
Blistered,Blistered
Wish I Didn't Have to Miss You,Wish I Didn't Have to Miss You
To Make A Man (Feel Like A Man),To Make A Man (Feel Like A Man)
I Take a Lot of Pride in What I Am,I Take a Lot of Pride in What I Am
One Has My Name (The Other Has My Heart),One Has My Name (The Other Has My Heart)
True Grit,True Grit
My Woman's Good To Me,My Woman's Good To Me
"I'm Down To My Last ""I Love You""","I'm Down To My Last ""I Love You"""
Big Wind,Big Wind
One Minute Past Eternity,One Minute Past Eternity
Good Time Charlie's,Good Time Charlie's
Big in Vegas,Big in Vegas
(Margie's At) The Lincoln Park Inn,(Margie's At) The Lincoln Park Inn
I'd Rather Be Gone,I'd Rather Be Gone
If It's All the Same to You,If It's All the Same to You
These Are Not My People,These Are Not My People
Your Time's Comin',Your Time's Comin'
Back In The Arms Of Love,Back In The Arms Of Love
The Girl Most Likely,The Girl Most Likely
Smoky The Bar,Smoky The Bar
Just Someone I Used to Know,Just Someone I Used to Know
Your Love,Your Love
Let It Be Me,Let It Be Me
It's A Sin,It's A Sin
Be Glad,Be Glad
Homecoming,Homecoming
You And Your Sweet Love,You And Your Sweet Love
Leave My Dream Alone,Leave My Dream Alone
These Lonely Hands Of Mine,These Lonely Hands Of Mine
Muddy Mississippi Line,Muddy Mississippi Line
Kay,Kay
Invitation To Your Party,Invitation To Your Party
If Not For You,If Not For You
Don't Let Me Cross Over,Don't Let Me Cross Over
I Started Loving You Again,I Started Loving You Again
You Gave Me A Mountain,You Gave Me A Mountain
All For The Love Of A Girl,All For The Love Of A Girl
Such A Fool,Such A Fool
Please Let Me Prove (My Love For You),Please Let Me Prove (My Love For You)
California Girl (And The Tennessee Square),California Girl (And The Tennessee Square)
Where The Blue And Lonely Go,Where The Blue And Lonely Go
Sweet Thang And Cisco,Sweet Thang And Cisco
I Can't Say Goodbye,I Can't Say Goodbye
They Don't Make Love Like They Used To,They Don't Make Love Like They Used To
I'll Still Be Missing You,I'll Still Be Missing You
Please Don't Go,Please Don't Go
Little Boy Sad,Little Boy Sad
None Of My Business,None Of My Business
George (And The North Woods),George (And The North Woods)
When You're Hot You're Hot,When You're Hot You're Hot
Who's Julie,Who's Julie
She's Mine,She's Mine
Rose Garden,Rose Garden
There Goes My Everything,There Goes My Everything
Watching Scotty Grow,Watching Scotty Grow
Tennessee Bird Walk,Tennessee Bird Walk
Hello Darlin',Hello Darlin'
For The Good Times,For The Good Times
Honey Come Back,Honey Come Back
I Really Don't Want to Know,I Really Don't Want to Know
It's Just A Matter Of Time,It's Just A Matter Of Time
A Week In A Country Jail,A Week In A Country Jail
Sunday Morning Coming Down,Sunday Morning Coming Down
Is Anybody Goin' To San Antone,Is Anybody Goin' To San Antone
The Fightin' Side of Me,The Fightin' Side of Me
He Loves Me All The Way,He Loves Me All The Way
Endlessly,Endlessly
I Can't Believe That You've Stopped Loving Me,I Can't Believe That You've Stopped Loving Me
It's Only Make Believe,It's Only Make Believe
The Next Step Is Love,The Next Step Is Love
Wonder Could I Live There Anymore ,Wonder Could I Live There Anymore
"Baby, Baby (I Know You're A Lady)","Baby, Baby (I Know You're A Lady)"
Don't Keep Me Hangin' On,Don't Keep Me Hangin' On
"My Woman, My Woman, My Wife","My Woman, My Woman, My Wife"
My Love,My Love
"Run, Woman, Run","Run, Woman, Run"
Flesh and Blood,Flesh and Blood
The Kansas City Song,The Kansas City Song
What Is Truth?,What Is Truth?
If I Were A Carpenter,If I Were A Carpenter
Wish I Didn't Have To Miss You,Wish I Didn't Have To Miss You
Fifteen Years Ago,Fifteen Years Ago
Coal Miner's Daughter,Coal Miner's Daughter
One Minute Past Eternity,One Minute Past Eternity
There Must Be More To Love Than This,There Must Be More To Love Than This
All For The Love Of Sunshine,All For The Love Of Sunshine
If It's All The Same To You,If It's All The Same To You
The Pool Shark,The Pool Shark
I'll See Him Through,I'll See Him Through
Morning,Morning
Everything A Man Could Ever Need,Everything A Man Could Ever Need
Angels Don't Lie,Angels Don't Lie
I Can't Be Myself,I Can't Be Myself
She's A Little Bit Country,She's A Little Bit Country
Grazin' in Greener Pastures,Grazin' in Greener Pastures
I Do My Swinging At Home,I Do My Swinging At Home
Humphrey The Camel,Humphrey The Camel
"Jesus, Take a Hold","Jesus, Take a Hold"
When A Man Loves A Woman (The Way That I Love You),When A Man Loves A Woman (The Way That I Love You)
Six White Horses,Six White Horses
Mule Skinner Blues (Blue Yodel No. 8),Mule Skinner Blues (Blue Yodel No. 8)
That's When She Started To Stop Loving You,That's When She Started To Stop Loving You
Brown Eyed Handsome Man,Brown Eyed Handsome Man
Welfare Cadillac,Welfare Cadillac
Heart Over Mind,Heart Over Mind
How I Got To Memphis,How I Got To Memphis
She Goes Walking Through My Mind,She Goes Walking Through My Mind
Snowbird,Snowbird
The Taker,The Taker
I Know How,I Know How
Someday We'll Be Together,Someday We'll Be Together
Thank God And Greyhound,Thank God And Greyhound
If I Ever Fall In Love (With A Honky Tonk Girl),If I Ever Fall In Love (With A Honky Tonk Girl)
The Wonders You Perform,The Wonders You Perform
I Never Picked Cotton,I Never Picked Cotton
 Where Have All Our Heroes Gone,Where Have All Our Heroes Gone
Sidewalks of Chicago,Sidewalks of Chicago
Heaven Everyday,Heaven Everyday
All I Have To Do Is Dream,All I Have To Do Is Dream
Love Is a Sometimes Thing,Love Is a Sometimes Thing
Long Long Texas Road,Long Long Texas Road
She's Mine,She's Mine
Goin' Steady,Goin' Steady
I Never Once Stopped Loving You,I Never Once Stopped Loving You
Wonders Of The Wine,Wonders Of The Wine
Nobody's Fool,Nobody's Fool
After Closing Time,After Closing Time
Occasional Wife,Occasional Wife
Country Girl,Country Girl
Sing High - Sing Low,Sing High - Sing Low
You Wanna Give Me A Lift,You Wanna Give Me A Lift
Jolie Girl,Jolie Girl
Daddy Was an Old Time Preacher Man,Daddy Was an Old Time Preacher Man
I Can't Seem To Say Goodbye,I Can't Seem To Say Goodbye
There's A Story (Goin' 'Round),There's A Story (Goin' 'Round)
Stay There 'Til I Get There,Stay There 'Til I Get There
Take A Letter Maria,Take A Letter Maria
Rise And Shine,Rise And Shine
I Wouldn't Live in New York City (If They Gave Me the Whole Dang Town),I Wouldn't Live in New York City (If They Gave Me the Whole Dang Town)
Tomorrow Is Forever,Tomorrow Is Forever
Shoeshine Man,Shoeshine Man
I'm A Lover (Not A Fighter),I'm A Lover (Not A Fighter)
You Wouldn't Know Love,You Wouldn't Know Love
The Great White Horse,The Great White Horse
Salute To A Switchblade,Salute To A Switchblade
One Song Away,One Song Away
Then He Touched Me,Then He Touched Me
"Thinking 'Bout You, Babe","Thinking 'Bout You, Babe"
Street Singer,Street Singer
Commercial Affection,Commercial Affection
All My Hard Times,All My Hard Times
Biloxi,Biloxi
"When You're Hot, You're Hot","When You're Hot, You're Hot"
Kiss An Angel Good Mornin',Kiss An Angel Good Mornin'
Help Me Make It Through The Night,Help Me Make It Through The Night
Easy Loving,Easy Loving
I Won't Mention It Again,I Won't Mention It Again
The Year That Clayton Delaney Died,The Year That Clayton Delaney Died
You're My Man,You're My Man
Empty Arms,Empty Arms
How Can I Unlove You,How Can I Unlove You
I'm Just Me,I'm Just Me
Turn Your Radio On,Turn Your Radio On
I'd Rather Love You,I'd Rather Love You
Carolyn,Carolyn
After The Fire Is Gone,After The Fire Is Gone
"Bright Lights, Big City","Bright Lights, Big City"
Flesh And Blood,Flesh And Blood
How Much More Can She Stand,How Much More Can She Stand
Good Lovin' (Makes It Right),Good Lovin' (Makes It Right)
Joshua,Joshua
Daddy Frank (The Guitar Man),Daddy Frank (The Guitar Man)
Man In Black,Man In Black
Rollin' In My Sweet Baby's Arms,Rollin' In My Sweet Baby's Arms
Here Comes Honey Again,Here Comes Honey Again
Lead Me On,Lead Me On
We Sure Can Love Each Other,We Sure Can Love Each Other
She's All I Got,She's All I Got
Just One Time,Just One Time
Someday We'll Look Back,Someday We'll Look Back
He's So Fine ,He's So Fine
A Good Year For The Roses,A Good Year For The Roses
A Woman Always Knows,A Woman Always Knows
"Oh, Singer","Oh, Singer"
Would You Take Another Chance on Me,Would You Take Another Chance on Me
Soldier's Last Letter,Soldier's Last Letter
I Wanna Be Free,I Wanna Be Free
Ruby (Are You Mad),Ruby (Are You Mad)
Rainin' In My Heart,Rainin' In My Heart
Knock Three Times,Knock Three Times
Indian Lake,Indian Lake
Baby I'm Yours,Baby I'm Yours
Dream Baby (How Long Must I Dream),Dream Baby (How Long Must I Dream)
The Promised Land,The Promised Land
Quits,Quits
Touching Home,Touching Home
Coat Of Many Colors,Coat Of Many Colors
I Wonder What She'll Think About Me Leaving,I Wonder What She'll Think About Me Leaving
I'm Gonna Keep On Keep On Lovin' You,I'm Gonna Keep On Keep On Lovin' You
The Arms of a Fool,The Arms of a Fool
The Wonders You Perform,The Wonders You Perform
Gwen (Congratulations),Gwen (Congratulations)
Dis-Satisfied,Dis-Satisfied
Padre,Padre
You're Lookin' At Country,You're Lookin' At Country
Bed Of Rose's,Bed Of Rose's
L.A. International Airport,L.A. International Airport
I Don't Know You (Anymore),I Don't Know You (Anymore)
Another Night Of Love,Another Night Of Love
Always Remember,Always Remember
